Chapter,Verse, Explanation
2,25,"""We are explaining the absence of union due to ignorance in the context of the union mentioned above. This absence of union is known as 'haan' in yoga and 'kaivalya' in the context of the purusa. We have been continuously understanding the concept of duality and their union through previous sutras, and we are arriving at a certainty that this world is causing us immense suffering. Therefore, please try to understand this presentation thoroughly, as it will reveal the path of complete liberation from suffering. The purusa is a separate conscious existence, and nature is a separate and distinct existence. Due to mithya-jnana, both are in a state of opposition. As a result, the eternal, pure, and free self is entangled with ego and desires and becomes entangled with the joys and sorrows of the world. It also begins to consider itself the doer and enjoyer. Anger, attachment, desire, and infatuation are rising in me as a stiffly held belief. This is all happening due to the union of the pure self and the impure nature. If one wants to cut off this union, the only way is to attain true knowledge. True knowledge is the knowledge of the eternal in the eternal and the impermanent in the impermanent, which is pure and which is impure. One should consider the pure as pure and the impure as impure. One should consider oneself as the self and not consider others as the self. This is the highest goal of realizing the self. This state is known as kaivalya, freedom, or liberation. When the purusa and nature are in their own distinct forms and no longer bound, this state is known as 'haan'. Liberation from suffering is known as 'haan' for the purusa. Hitherto, the concepts of 'haan' have been explained, and it has been established that the purusa and nature cannot unite unless their union is cut off."""
2,26,"Before, it was described in a previous sutra that if the fruition of coincidence ends, all sorrows will be eradicated. And in the language of yoga, this state is called haan. This haan is also referred to as the liberation or salvation of the self. Now, the question arises as to what is the main reason for achieving this state of haan. What is the method for attaining it? The great sage says that the primary causes of haan are the realization of the distinction between prakriti and purush, and the development of a sturdy and mature understanding (viveka-khyati). When the self has this understanding, it ceases to forget even for a moment the truth of its own nature. At that time, the understanding becomes profound.

In the yoga philosophy, this understanding is referred to as viveka-khyati. It is the means by which haan is achieved. We may have general knowledge that the causes of our sorrows are the union of purush and prakriti, and that the cause of this union is avidya. If avidya is removed, the union will also cease, and a state of haan will arise. And this state is salvation for the self.

Furthermore, the means to achieve haan is the stability of this understanding, which will lead to the emergence of viveka-khyati within us, and we will be freed from the burdens of the body. However, this is not a mundane knowledge. This knowledge is non-dual, because it is yet to be partaken by the self. It is a mere understanding. As long as this understanding is not deeply ingrained in us, and as long as our understanding is not stable, it will remain a mere direction, and we will have to continue our journey of yoga.

Therefore, the great sage says that the means to achieve haan is the unbroken realization, experience, stability, and maturity of the understanding of the distinction between prakriti and purush. Only then will we attain the perfection of our true form, and all will be resolved."
2,27,"As soon as the yogi achieves the state of wisdom, that is, the state of immutable and unbroken knowledge, then a special sort of intuition arrives in his intellect. His intellect becomes extraordinary. Previously, it was attached to worldly pursuits and ignorance, but now it is drawn only towards the truth. Maharshi has described it as the intuition of the clear-sighted one. In this way, the yogi comes to possess seven stages of intelligence. Let us understand what these seven stages of intelligence are: whatever has been abandoned is no longer worthy of being abandoned, and what has been attained is no longer to be attained. Every stain has been washed away, and there is no more sorrow to be ended. The first stage of intellect is thus established.

All the troubles that had to be abandoned have been abandoned, and there is no more abandoning to be done. All that had to be known has been known, and there is nothing more to be known. This is the second stage of intellect.

The sorrow that had to be ended has been ended, and there is no more ending to be done. This is the third stage of intellect.

The wisdom that has been achieved is unshakeable and has become the fourth stage of intellect.

The intellect has reached its final stage, and there is no more work to be done. This is the fifth stage of intellect.

The three gunas have been absorbed into their respective causes and are no longer born again. Such is the intuition that is the sixth stage of intellect.

Like a stone breaking off from the mountain and rolling down into the valley, the three gunas become absorbed in their causes and never return to the yogi's mind. This is the realization of the guna-trevishest. The Self, having become guna-trevishest, settles into its true and unblemished form. Then the Self alone shines, pure and unblemished, in its own true form. This is the seventh and highest stage of intellect. When a yogi's intellect has experienced the seven stages of intuition and the Self has been freed from its affinity with the gunas, then it is said to have attained perfect self-realization."
2,28,"The sage explained the process of self-realization from the first principle to the 27th. He understood the vast process of taking human beings from the bondage of birth and death to the state of kaivalya. He explained how humans are caught in the cycle of birth and death due to the ignorance of their true nature. They experience suffering in the world and try to escape from it. He differentiated between the nature of the self and the intellect. He also explained the process of removing the ignorance that binds the individual to the cycle of birth and death. Finally, he explained that one cannot attain complete liberation from suffering until one reaches the state of viveka or discriminative knowledge.

The sage also emphasized the importance of practicing kriya yoga for removing the obstacles that hinder the path to self-realization. He said that those who want to progress on the path of yoga should first practice moral disciplines and self-inquiry. Only then can they progress to the practice of ashtanga yoga.

The practice of yoga consists of eight limbs, and the abandonment of all impurities and the manifestation of pure knowledge are the culmination of this process. The process of obtaining pure knowledge is called viveka or discriminative knowledge, and it can only be attained by the removal of all impurities and the constant practice of yoga.

There are two types of yoga: worldly yoga and spiritual yoga. When both types are practiced simultaneously, the individual's past impressions are eliminated and new impressions are not formed. The results of karma do not accumulate, and the individual is liberated from the cycle of birth and death. Ultimately, the individual achieves total liberation and pure knowledge."
2,29,"""This verse is defining Astanga Yoga through its medium. I call it the soul of Yogasutras. This verse is the center of all verses. The sutras coming in Astanga Yoga are all nuclear sutras of Yoga philosophy. They are the ones that determine the path of practice and bestow all glories, powers, and celestial experiences. All celestial experiences possible in the spiritual realm can be obtained through the practice of Astanga Yoga. The eight limbs of Yoga are: Yama, Niyama, Asana, Pranayama, Pratihara, Dharana, Dhyana, and Samadhi. One important word in this verse is 'anushthana'. Its meaning is the practice of a specific ritual. When performed with single-minded effort and attention, it is called anushthana. Therefore, the meaning of the verse is that by performing the rituals of Yama, Niyama, etc. with continuous effort, all impurities are destroyed and one arrives at the state of higher knowledge. Hence, a seeker should practice these eight limbs of Yoga in a systematic manner, destroy the bond between nature and the individual, and obtain eternal bliss."""
2,30,"Ahimsa, Satya, Asteya, Brahmacharya, and Aparigraha are the five Yamas. Let us understand them in detail and see how we can follow them in our own lives.

1. Ahimsa: Not to harbor ill will towards any living being, through thought, word, or action. This ahimsa should manifest in both thought and action. For example, we should not think or speak harmfully about others, nor should we physically harm them.

2. Satya: To express the truth, whether it is about a person, thing, or place, in the same manner as we have perceived, understood, and known it.

3. Asteya: Not to steal, in the sense of not taking something that belongs to someone else, either physically or metaphorically. It also means not coveting someone else's property or resources.

4. Brahmacharya: To lead a life like Brahman, in the sense of cultivating pure thoughts, words, and actions. It includes preserving one's vital energy, honoring God, offering prayers, and maintaining purity in relationships.

5. Aparigraha: Not to accumulate more resources than are necessary, and not to hoard things beyond what one needs."
2,31,"These five vows are also known as mahavrat. All these mahavrat are above jati, desh, kala, and time and are to be performed in every situation. Regardless of the situation, a sadhak should not give up these five vows. These are not ordinary vows, but mahavrat that should never be given up.

1. Above jati: In yoga philosophy, when the word jati is used, it should be understood as referring to any living being or creature. One should practice ahimsa not just towards humans, but towards all living beings. It is not okay to think that I am compassionate towards humans, but violent towards animals. One should practice ahimsa with every thought, speech, and action towards all living beings.

2. Above desh: In yoga philosophy, when the word desh is used, it should be understood as referring to any place or location. Just as ahimsa is beyond jati, it is also beyond desh. One should not consider any place as sacred and then commit violence elsewhere. One should practice ahimsa in every place and location.

3. Above kala: The word kala in this sutra refers to any time or date. It is not okay to think that I will practice ahimsa only on a special day or during a festival, but commit violence on other days. Ahimsa should be practiced at all times.

4. Above samay: In this sutra, time refers to a schedule or a rule. It is not okay to think that I will commit violence only according to a particular rule or schedule, but not at other times. Maharishis have gone beyond even this.

One should understand ahimsa as being above jati, desh, kala, and samay. In the same way, one can also understand the other yamas, such as satya, asteya, brahmacharya, and aparigraha."
2,32,"""The five ordinances are: purity, satisfaction, austerities, self-study, and association with God. After discussing the five yamas in detail, Maharsis continue to explain the next part of the yoga set of rules. The meaning of the rule is that those who follow these rules can make their daily life part of the yoga path. If there is irregularity in the practice of these rules, the yoga path becomes dull. Following the rules brings clarity within and outside. As it is well-known that wherever there is speed, there is certainly progress.

External purity and internal purity are the two divisions of the concept of purity. The body is susceptible to two types of impurities. The first is physical impurity, and the second is mental impurity. If the body is not internalized, the mind will also feel uneasy and impure. If mental purity is not achieved, its impact will also be felt on the body. Many modern scientists say that most diseases are psycho-somatic, meaning they arise from the relationship between the body and the mind.

Therefore, purification of both the body and the mind is the first rule. Physical purity means bathing the body naturally, using earth and water. In today's modern era, many soaps and detergents have taken the place of earth and water, but it is still possible to try to keep the body pure naturally.

On the other hand, internal purity means purifying the inner self through the practice of yoga, Ahimsa, and other yamas. Just as the body becomes foul if not cleaned, the inner self also becomes contaminated if not purified. Regular practice of self-purification is necessary to keep the body pure. It is almost impossible to achieve inner purity.

Satisfaction is the greatest joy after happiness in this world. It is the happiness of being content with whatever is received from God. It is the happiness of being grateful to God. Those who do not strive to utilize their full potential and achieve success will remain unsatisfied. Therefore, it is necessary to strive to achieve one's full potential and then be content with what is received. Failure to utilize one's potential will lead to unhappiness.

Austerities are the tolerance of all hardships that come in life, including physical and mental difficulties, praise and criticism, victory and defeat. Austerities are the tolerance of the physical and mental bodies. Without austerities, it is not possible to"
2,33,"""Even while following the norms, the latent bad habits accumulated in the past will continue to manifest in various ways. When we are practicing ahimsa, satya, and other yamas, the opposite feelings will arise. Then, how can we protect ourselves from vices or bad habits? Maharshi is explaining a special practice for this. When opposing feelings or thoughts come up while following the yamas and niyamas, it is necessary to cultivate opposite virtuous thoughts. The practice of yamas and niyamas is done in a state of awareness, and this state of awareness is the practice itself. For example, if a person has a tendency to violence or lying, one should immediately contemplate ahimsa and satya and make an effort to calm the mind. Similarly, one should understand and cultivate opposite virtues for other feelings too. If a practitioner enters the eight-fold path of Astanga Yoga with a steady mind, they can reduce these obstacles to a great extent. However, even then, obstacles will arise in the practice of yamas and niyamas, and it is necessary to cultivate feelings of compassion opposite to violence, truth opposite to falsehood, non-stealing, self-control, and generosity, and to distribute whatever is earned for the welfare of others, by taking it out from one's own life, and this is the practice of Pratipaksha Bhavana."""
2,34,"""Presentation of Sutrnam includes an explanation of harmful thoughts and their causes. Misinterpretations are divided into three types: 

1. Krit: This refers to thoughts and actions that violate the principles of dharma, such as harming others, speaking falsehoods, and thinking lustful thoughts. 

2. Karit: This refers to actions that are done by others, but are influenced by one's own thoughts and desires. For example, inciting someone to commit violence, speaking false words, and condoning immoral behavior.

3. Anumodit: This refers to actions that are done by others, but are supported and condoned by our own thoughts and desires.

These three types of misinterpretations are caused by three factors: greed, anger, and attachment.

1. Krit-Greed: When we are driven by greed, we are prone to commit harmful actions.

2. Karit-Greed: When we are influenced by greed, we may incite others to commit harm.

3. Anumodit-Greed: When we condone harmful actions, driven by greed, we are also responsible for those actions.

The same analysis applies to anger and attachment.

Each misinterpretation has three sub-types: 
Krit-L, Krit-K, Krit-M (caused by greed, anger, and attachment respectively)
Karit-L, Karit-K, Karit-M (caused by greed, anger, and attachment respectively)
Anumodit-L, Anumodit-K, Anumodit-M (caused by greed, anger, and attachment respectively)

In total, there are 27 sub-types of misinterpretations.

However, these 27 sub-types also have three further sub-types, making a total of 81 sub-types.

Each individual misinterpretation has many sub-types depending on the type, ranging from mild to severe.

In the same way, the principles of yama and niyama also have many sub-types, and each sub-type has many more sub-sub-types.

In this way, the principles of yama and niyama become complex and varied, with countless sub-types.

Therefore, one should strive to understand these principles carefully and avoid engaging in harmful behaviors.""

Note: Yama and niyama are concepts from Hinduism, referring to the principles of ethical conduct and moral rules."
2,35,"After discussing the principles of Yam and Niyam in detail, we will now discuss what kind of fruit they lead to. We will be discussing what benefits a yogi gets from following all 10 Yamas, and how they are beneficial for his physical and mental well-being. Ahimsa is considered the most important of all Yamas. Just as ignorance is the root cause of all misery, Ahimsa is the root cause of all Yamas. When a sadhak constantly practices Ahimsa in his thought, word, and deed, and establishes it in his life, he ends violence towards all living beings, and also ends the ill will, hatred, and violence towards him by all other living beings. It is not just that the sadhak is free from violence and ill will, but others also abandon their ill will and violence towards him.

Not just hurting or showing ill will towards others, but even having a thought of harming or ill will towards someone is considered mental Ahimsa. Not speaking harshly or badly to anyone is considered verbal Ahimsa. Not causing physical harm or pain to anyone is considered physical Ahimsa. When a yogi becomes established in Ahimsa, he becomes free from violence and ill will towards all, and also frees others from their violence and ill will.

You all must have heard the solution to this question. Just as we behave nicely with others, they also start behaving nicely with us. If you practice this rule in your life for a month and see the amazing results. As the impurities of hatred towards someone are erased from your mind, their life also fills with friendliness towards you, without any special effort. Just through your own practice, someone is drawn towards friendship with you. In this way, when a sadhak becomes pure in his thought, word, and deed towards all, his effect becomes widespread. Just as he becomes filled with the feeling of Ahimsa, he becomes ready to follow all the other yamas and niyams in the same way. That's why Ahimsa is said to be the root of all Yamas."
2,36,"""The present sutra describes the outcome of Maharshi Sati Siddhi. When a yogi becomes fully established in truth, whatever he says becomes actualized in the world. Vyas Bhhashya says that when a yogi's speech becomes realized, if he says, 'Be virtuous,' the person becomes virtuous, and if he says, 'Achieve heaven,' he actually achieves it. How does speech become realized or a yogi become established in truth? As the yogi's all obstacles decrease, his mind gradually becomes pure. The light of knowledge illuminates the realm of reason and awareness. The mother of the five obstacles is ignorance, so when ignorance is destroyed, knowledge arises simultaneously, and the yogi begins to see everything clearly. Meanwhile, his attachments and aversions also decrease, making him impartial. Only an impartial person can rely on truth. In society, people listen more to and respect the opinion of one who is impartial. Thus, a yogi whose ignorance has been destroyed, free from attachments and aversions, whatever he says with discernment, becomes actualized as truth. He does not just say things, but whatever he does also yields results, and all his actions are dependent on that. In society, many examples can be seen of how children's words can change adults' hearts, as children's words can cleanse their hearts instantly. Adults are not even mindful of how the children's words might serve their own interests. Yogis, too, become pure like children and, when they say something, it becomes actualized as truth."""
2,37,"Now, Maharsi Asteey defines what Asteey means - it is to take something that belongs to someone else without their permission. This includes theft, cheating, looting, and robbery. However, simply acting in a way that is not exploitative is not enough. One must also not have any thoughts of taking something that belongs to someone else. 

When a yogi controls his senses and does not engage in exploitative activities, he achieves the state of Asteey. As a result, he gets everything he needs, and he is surrounded by all kinds of prosperity and wealth. 

Maharsi says that a yogi who has achieved the state of Asteey gets all kinds of valuable things, including wealth, status, and position. 

To achieve this state, a yogi must have certain qualities, such as not being excessive in his desires, not being greedy, being honest, and being aware of his own limitations. 

If a yogi is not controlled by his own desires and needs, and if he does not engage in exploitative activities, he achieves the state of Asteey. At that point, he gets everything he needs, but he does not use it for personal gain. Instead, he uses it for the greater good. 

It is the will of God that one should only receive what one can give. A yogi whose mind is free from desires is someone who has space in his heart that can be filled."
2,38,"""Now, Maharshi is explaining the fruit of the vow of Brahmacharya. As we have explained earlier, the literal meaning of Brahmacharya is to follow the conduct of Brahma. The comprehensive meaning of Brahmacharya is to preserve one's vital energy and semen. As a result, a yogi attains unparalleled enthusiasm. His life is filled with an ever-new and increasing enthusiasm.

The interpretation of Brahmacharya varies slightly according to the division of varnashram. From 25 years to 50 years, the ashram is that of Brahmacharya, but from 25 to 50 years, the grihastha ashram permits the use of vital energy or semen for the purpose of progeny only.

In the third and fourth ashrams, i.e., vanaprastha and sanyasa ashrams, the practice of Brahmacharya is once again complete.

The relationships established in the grihastha ashram for the purpose of progeny or family growth are meaningful for achieving a specific goal and do not come under the purview of Brahmacharya. However, when one indulges in Brahmacharya solely for temporary pleasure, it becomes deserving of criticism, and is considered a waste of energy.

The significance of vital energy or semen is twofold: (1) to create progeny or increase the family lineage, and (2) to refine one's personality by retaining it within oneself. If vital energy or semen is wasted outside the body, it is an insult to one's vital energy and a denigration of the divine power given by God.

A yogi understands this properly and first gives attention to conserving vital energy and then practices it in his daily routine and life.

He thinks to himself: 'I should live like Brahma.' 'I am allowing Brahma to live through me.' 'If Brahma resides in my body and mind, how would I live?' 'I should live in that way.' 'I should not perform any deed that would make my God sad.'

In this way, a yogi is always enthusiastic and positive. He is not saddened or humiliated by anything. His enthusiasm increases as he continues to practice Brahmacharya.

It is a simple fact that when one destroys vital energy, he feels dejection and a lack of enthusiasm. This is the experience of everyone.

Therefore, when one conserves vital energy through the mind"
2,39,"""On attaining the state of aparigraha, one gets to know how to lead one's life in the present and in the future. When a yogi is engaged in the path of sadhana and practices Asthang Yoga, and gives up unnecessary thoughts, emotions, and belongings, then this state is called aparigraha. On achieving this state, the yogi gets to know exactly what happened in his past life and what is happening in his present life, and he also gets to know what can happen in the future. Everything becomes clear to him.

When a yogi's mind is not attached to thoughts nor to objects, then a natural flow of life sets in. In this flow, there are no impediments, only a natural flow. We have been living our lives since many past lives, and we have experienced them. But our memories and habits have been constricted, and many desires and cravings have arisen between them. We cannot even remember our past lives. However, when a yogi's attachment to unnecessary desires and possessions is forgotten, then he is able to recall all the significant events of his past life, not only that but also the events of his childhood in his present life. Thus, he gains knowledge of his past, present, and future.

It is only our desires and cravings that prevent us from recalling our memories. When we give up our attachment to these desires and cravings, then our life flow resumes, and we can recollect our old memories whenever we want. Therefore, on attaining the state of aparigraha, the yogi gains knowledge of his past, present, and future."""
2,40,"Now, Maharsi will tell us what fruit we get from following the first principle of purity, Shouch. Just as Ahimsa is the first principle mentioned in Yama, similarly, Shouch is the first principle mentioned in the Niyamas. As long as the seat of the soul, the body, is not clean from inside and outside, the process of sadhana cannot be started properly. 

A Yoga practitioner performs various yoga practices like Kriya Yoga before practicing Ashtanga Yoga to purify their five kleshic mental tendencies and to remove the dense ignorance that is the root cause of all suffering. 

One needs to have a clear understanding of the difference between the pure and impure. One needs to have a clear understanding of the difference between the pure and impure. 

This body of ours is the most intimate and closest to us, and it is covered with impurities both from outside and inside. Hence, first of all, one needs to understand the concept of purity and impurity. 

Once one has the understanding of purity and impurity, one can clean one's external and internal bodily impurities and thus one can develop the internal cleanliness, spiritual purification. 

This internal purification is achieved by removing the impurities from one's mind, which are kama, krodha, lobha, moha, irsha, dwesha, and chugla. This can be achieved by practicing sadhana and by replacing bad thoughts with good thoughts. 

Once one's internal and external bodily impurities are removed, one develops a dispassionate attitude towards one's own body and towards the bodies of others. 

Ultimately, one realizes that the body is just a tool and that there is no attachment or fascination with one's own body or with the bodies of others. 

Once one has this realization, one's worldly desires and attractions are eliminated, and one becomes free from many kinds of sufferings. 

But it's important to note that if one attaches oneself to one's own body or to the bodies of others, it will become a ground for bondage and suffering. 

As one practices purity and detachment, one's desires and attachments are eliminated, and one becomes free from many kinds of sufferings. 

It is important to note that if one practices any principle of yoga, be it Yama or Niyama, if one practices it completely, it will be helpful in fulfilling all the principles of Yama and Niyama."
2,41,"""The first of the rules is the rule of chastity, which is extremely important. The earlier sentence mentioned the fruit of chastity, which is the feeling of separation from one's own body and the bodies of others, but its benefits don't end there. Maharshi says that after purifying the inner and outer body through chastity, a yogi's intellect is elevated by the satva guna, which brings happiness to the mind. The Gita and many other scriptures mention that the fruit of satva is happiness. As a result, the mind remains happy and satisfied. From this happiness, a yogi's concentration is established, and he is able to control all his 10 senses. As soon as any yogi gets control over his senses, it is the first sign that he is capable of realizing his true form. For a yogi, realizing the Self is the greatest achievement. One thing to note is that when the mind is happy, our concentration is established. Therefore, it is certain that happiness is the result of concentration. A happy mind will lead to greater concentration in any task. Therefore, to increase concentration in any topic, one must connect one's happy mind with it or work on that topic with a happy mind. Both ways can increase concentration. By maintaining the purity of both the internal and external body, one can get the following benefits: 1. One's attachment to one's own body will end. 2. One's attachment to the bodies (opposite) of others will also end. 3. The satva guna will increase in one's intellect. 4. The power to distinguish between good and bad will be developed. 5. One will start experiencing happiness. 6. One will achieve concentration. 7. One will get control over one's senses. 8. The eligibility to realize the Self will be achieved."""
2,42,"""Now Maharshi talks about the fruits of satisfaction. When one attains satisfaction, a yogi gets the attainment of ultimate happiness. Those who are not satisfied always run after small pleasures and never get the permanent happiness. They become addicted to indulgence and lose the quality of self-realization. Living in perpetual dissatisfaction, they feel empty in their life and are always anxious and tensed. But those who do their part with full dedication, accept their karma's fruit as a blessing, and remain satisfied, they are truly happy. They are happy in the process of satisfaction and when satisfaction becomes a part of their life, they attain ultimate happiness. Why is satisfaction said to be the biggest happiness? - All material pleasures get exhausted and result in misery, but satisfaction is eternal. Satisfaction does not disturb you from your state but takes you to a peaceful state. It is not the same as inaction. The meaning of satisfaction is to utilize your available capacity fully and accept whatever comes as a result of your actions with a complete heart. When we utilize our full capacity, we have the desire for the fruit, but we should not evaluate it according to our scale, this is called not desiring the fruit. We can increase our effort as much as we want, but we cannot reduce or increase our desire for the fruit, because we are not authorized to decide about the fruit. This is the perspective of satisfaction. In reality, satisfaction is the foundation of all happiness."""
2,43,"""What benefits a yogi derives from completing the practice of tap, Maharshi is explaining. Tap is an important part of krya yoga. Through tap, internal conflicts are reduced, which we have discussed earlier. However, when tap is practiced with regularity and the yogi attains stabilization in it, the impurities of the body and senses are removed. The senses and body become pure and acquire special abilities. What kind of impurity is present in the body and what kind of impurity is present in the senses? - All external impurities like sweat, bad odour, or impurities are related to the body, while internal impurities like doubts, anger, and attachment manifest in the mind. In this way, when the body and both its external and internal impurities are purified. The impurity of the senses is nothing but their fluctuation or steadiness. When they become stable, this is known as the purification of the senses. If the senses are not controlled, they will lead us astray. Just as a yogi, through the practice of tap, starts to control his senses, the sattva guna increases in him. The increase of sattva guna is known as the removal of the impurity of the senses. In this way, the removal of the impurity of the body and senses is achieved through the continuous practice of tap. Just as gold is purified through heat and its impurities are removed, and it becomes radiant, the body and senses also become radiant through the fire of tap."""
2,44,"""The topic of the benefits of self-study is being discussed here. Tapas and self-study are also a part of Kriya Yoga, and now the rules of Ashtanga Yoga have also become a part of it. Discussing it twice makes it important. Such scriptures or literature that help us move forward on the path of yoga are called self-study. Such scriptures that talk about liberation, remove obstacles on the path of yoga, and their study and teaching are called self-study. Listening to and repeating the words of the sages, monks, and gurus, and contemplation and introspection are also called self-study. Reciting mantras like Gayaatri and Omkara in their true meaning is also called self-study. Self-study is a process and a means by which a yogi, even without practicing yoga, lives in yoga. Self-study keeps the yogi's inclinations on the path of yoga, keeps him connected with the environment of yoga. Those who do not rely on self-study gradually become estranged from the path of yoga and do not even realize it. It is written in the scriptures that, taking refuge in these two means of yoga and self-study, one gradually manifests the ultimate reality. When tired from yoga, practice self-study, and when tired from self-study, practice yoga again. In this way, both yoga and self-study are practiced alternately, and even the ultimate reality manifests, meaning that the lord is revealed in the yogi's heart. When the uninterrupted flow of yoga and self-study continues in life, the time of the universe comes to an end. Therefore, when the yogi is fully established in yoga and self-study, he realizes his dearest deity. As the yogi continues self-study, extraordinary faith is generated towards great personalities, gods, or sages, and divine vision begins. Along with this, one starts receiving their blessings indirectly, and they start helping him in every activity."""
2,45,"""Eishwar Pranidhan, this is the ultimate and fifth rule. Maharshi says that when a yogi achieves perfection in Eishwar Pranidhan, he gets the fruit in the form of samadhi. Eishwar Pranidhan has been considered an independent means of realization as well as a part of some spiritual practices. Therefore, Eishwar Pranidhan is an extremely important means in yoga. Eishwar Pranidhan is the culmination of devotion, where the yogi becomes egoless and takes shelter of God, offering all actions, movements, and thoughts to God. In this way, devotion is sparked, and he lives as if God is living through him. He even makes his own will one with God's will, and thus his own existence becomes one with God's existence. God is forever in a state of samadhi, meaning he is always in a state of samadhi. When the yogi drops his ego and lives as if God is living through him, his knowledge also becomes like God's knowledge, that is, self-knowledge. With self-knowledge, ignorance is destroyed, and the destruction of ignorance leads to the destruction of all five types of klechas, and then the yogi achieves the benefits of samadhi."""
2,46,"""Assana is an important limb of Ashtanga Yoga. It is a chain that remains rooted in the subsequent limbs. The practice of Yoga begins from Asana. Pranayama, Dharana, Dhyana, and Samadhi also remain rooted in Asana. Maharshi defines Asana as the state of the body in which the practitioner can sit comfortably and stably without moving. Many deviations can occur on the path of Yoga, hence stability is required. This stability comes from the achievement of Asana in the body and mind. Maharshi has not given a clear definition of the types of Asana. According to his definition, any position in which one can sit comfortably and stably for a long time is an Asana. Generally, it is said that as many living beings as there are on this earth, so many Asanas are there. Maharshi will explain how Asana is achieved in the next verse."""
2,47,"When a yogi practices yoga poses, he should learn how to do them through this sutra. In general, people refer to the sutra of Sthira Sukham Asanam when talking about yoga poses. However, we also need to mention the next sutra, Prayatna Shaiithilya Anantasamapatti Bhyaam. Only then can we understand the pose correctly. Here, the topic is Astanga Yoga and the third limb is the pose. In the future, we will also discuss Pranayama, Pratyahara, Dharana, Dhyana, and Samadhi. The ultimate result of Astanga Yoga is Samadhi, so here, the sage's intention is to sit in meditation in a pose. 

Currently, we are focusing only on the pose for Pranayama, Dharana, and Dhyana, and we are trying to understand it. Maharshi is clearly saying that when practicing yoga, keep the effort relaxed. The yogi can choose any of the three asanas - Padmasana, Sukhasana, or Siddhasana - and then let go of all physical movements or activities, and attach the mind to the infinite Self. 

If the yogi relaxes his body, but does not attach his mind to the Self, his mind will roam, and his body will also become restless, and the pose will not be achieved. The pose should be stable and comfortable, and through its perfection, the body will become stable and comfortable, which will not hinder the practice of Pranayama, Dharana, and Dhyana. Therefore, the pose is an important point for Pranayama and Dhyana. Therefore, the yogi's first task is to achieve the perfect pose, and then only will he get success in the limbs of yoga. 

Today, practitioners want to jump directly to meditation, directly practicing Pranayama, but this will not bring them the full benefits. It is only through the practice of sitting in Padmasana, Sukhasana, or Siddhasana and stopping all efforts and attaching the mind to the infinite Self that the pose will be achieved, and then it will play an important role in Pranayama and meditation."
2,48,"""Just as the body and mind settle into the asana, all mental and physical distractions come to an end. When there is no distraction in the body or mind, the individual becomes free from all kinds of conflicts. When one is established in the asana, there is no movement in the body and neither is there any thought activity in the mind because the mind is established in the ultimate reality. In that case, there is no experience of hunger, thirst, gain, loss, victory, defeat, praise, or blame. Even after the body and mind have settled into the asana, such conflicts do not affect the individual in their daily life. There is a special kind of steadiness that arises in their life. The effects of conflicts that affected the body are now diminished. Similarly, those that affected the mind, such as pleasure and pain, are now minimal or completely absent. For example, conflicts like gain and loss, victory and defeat, and praise and blame. Because the mind is established in the ultimate reality during the time of asana, there is no distraction in it."""
2,49,"Maharshi has instructed to connect the mind with the Supreme Being when sitting in Asana. Thus, the accomplishment of Asana also leads to the control of the mind. The relationship between the mind and Prana is very deep. If the mind is calm, Prana is also calm and if Prana is stable, then the mind is also stable. If the mind is restless, then Prana also becomes restless. Similarly, if the Prana is restless, then the mind also becomes restless. Since Asana accomplishment makes the body and mind stable, and when such a stable body and mind practice Pranayama, then it becomes easy to stabilize the Prana. Therefore, you will be able to practice the four Pranayamas properly, which is why Asana accomplishment is extremely useful and necessary for Pranayama and further attention and concentration."
2,50,"""Maharshi has divided pranayama into four parts. In this sutra, three types are explained. These three types are: 1. Bahya Vritti Pranayama, 2. Abhyantara Vritti Pranayama, 3. Samvritti Pranayama. 1. Bahya Vritti Pranayama: It is the process of releasing the prana-vayu rapidly and then holding it outside. In yoga language, this is called rechaka. 2. Abhyantara Vritti Pranayama: It is the process of taking the prana-vayu inside and then holding it inside. In yoga language, this is called puraka. 3. Samvritti Pranayama: It is the process of holding the breath in the same place as it arises (either outside or inside). In yoga language, this is called kumbhaka. If the breath is held outside, it is called bahya kumbhaka, and if held inside, it is called anta kumbhaka or abhyantara kumbhaka. These three pranayamas are practiced according to place, time, and number. In other words, by practicing pranayama at regular intervals, one can observe how far the prana-vayu travels through the nose, how much time it takes to perform one pranayama, and how many breaths one can take in a normal state while practicing pranayama. In this way, pranayama becomes long, subtle, or light when measured or tested according to place, time, and number."""
