chapter,verse,sanskrit,translation,explanation
7,1,मय्यासक्तमनाः पार्थ योगं युञ्जन्मदाश्रयः| असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु || 7.1 || ,"The Blessed Lord said, ""O Arjuna, hear how you shall, without doubt, know Me fully, with your mind intent on Me, practicing Yoga and taking refuge in Me.""","In this Seventh Chapter of Bhagavad-gītā, the nature of Kṛṣṇa consciousness is fully described. Kṛṣṇa is full in all opulences, and how He manifests such opulences is described herein. Also, four kinds of fortunate people who become attached to Kṛṣṇa, and four kinds of unfortunate people who never take to Kṛṣṇa are described in this chapter. In the first six chapters of Bhagavad-gītā, the living entity has been described as nonmaterial spirit soul which is capable of elevating himself to self-realization by different types of yogas. At the end of the Sixth Chapter, it has been clearly stated that the steady concentration of the mind upon Kṛṣṇa, or in other words Kṛṣṇa consciousness, is the highest form of all yoga. By concentrating one's mind upon Kṛṣṇa, one is able to know the Absolute Truth completely, but not otherwise. Impersonal brahmajyoti or localized Paramātmā realization is not perfect knowledge of the Absolute Truth because it is partial. Full and scientific knowledge is Kṛṣṇa, and everything is revealed to the person in Kṛṣṇa consciousness. In complete Kṛṣṇa consciousness one knows that Kṛṣṇa is ultimate knowledge beyond any doubts. Different types of yoga are only steppingstones on the path of Kṛṣṇa consciousness. One who takes directly to Kṛṣṇa consciousness automatically knows about brahmajyoti and Paramātmā in full. By practice of Kṛṣṇa consciousness yoga, one can know everything in full—namely the Absolute Truth, the living entities, the material nature, and their manifestations with paraphernalia. One should therefore begin yoga practice as directed in the last verse of the Sixth Chapter. Concentration of the mind upon Kṛṣṇa the Supreme is made possible by prescribed devotional service in nine different forms, of which śravaṇam is the first and most important. The Lord therefore says to Arjuna, ""tat śṛṇu,"" or ""Hear from Me."" No one can be a greater authority than Kṛṣṇa, and therefore by hearing from Him one receives the greatest opportunity for progress in Kṛṣṇa consciousness. One has therefore to learn from Kṛṣṇa directly or from a pure devotee of Kṛṣṇa—and not from a nondevotee upstart, puffed up with academic education. In the Śrīmad-Bhāgavatam this process of understanding Kṛṣṇa, the Supreme Personality of Godhead, the Absolute Truth, is described in the Second Chapter of the First Canto as follows: śṛṇvatāṁ sva-kathāṁ kṛṣṇaḥ puṇya-śravaṇa-kīrtanaḥ hṛdyantaḥstho hy abhadrāṇi vidbunoti suhṛt satām. naṣṭa-prāyeṣv abhadreṣu nityaṁ bhāgavata-sevayā bhagavaty uttama-śloke bhaktir bhavati naiṣṭhikī. tadā rajas-tamo-bhāvāḥ kāma-lobhadayaś ca ye ceta etair anāviddhaṁ sthitaṁ sattve prasīdati. evam prasanna-manaso bhagavad-bhakti-yogataḥ bhagavat-tattva-vijñānaṁ mukta-saṅgasya jāyate. bhidyate hṛdaya-granthiś chidyante sarva-saṁśayāḥ kṣīyante cāsya karmāṇi dṛṣṭa evātmanīśvare. ""To hear about Kṛṣṇa from Vedic literatures, or to hear from Him directly through the Bhagavad-gītā, is itself righteous activity. And for one who hears about Kṛṣṇa, Lord Kṛṣṇa, who is dwelling in everyone's heart, acts as a bestwishing friend and purifies the devotee who constantly engages in hearing of Him. In this way, a devotee naturally develops his dormant transcendental knowledge. As he hears more about Kṛṣṇa from the Bhāgavatam and from the devotees, he becomes fixed in the devotional service of the Lord. By development of devotional service one becomes freed from the modes of passion and ignorance, and thus material lusts and avarice are diminished. When these impurities are wiped away, the candidate remains steady in his position of pure goodness, becomes enlivened by devotional service and understands the science of God perfectly. Thus bhakti-yoga severs the hard knot of material affection and enables one to come at once to the stage of 'asaṁśayaṁ samagram,'understanding of the Supreme Absolute Truth Personality of Godhead."" (Bhāg. 1.2.17-21) Therefore only by hearing from Kṛṣṇa or from His devotee in Kṛṣṇa consciousness can one understand the science of Kṛṣṇa."
7,2,ज्ञानं तेऽहं सविज्ञानमिदं वक्ष्याम्यशेषतः| यज्ज्ञात्वा नेह भूयोऽन्यज्ज्ञातव्यमवशिष्यते || 7.2 || ,"I will declare to you in full this knowledge combined with realization, after knowing which nothing else remains to be known here.","Complete knowledge includes knowledge of the phenomenal world and the spirit behind it. The source of both of them is transcendental knowledge. The Lord wants to explain the above-mentioned system of knowledge because Arjuna is Kṛṣṇa's confidential devotee and friend. In the beginning of the Fourth Chapter this explanation was given by the Lord, and it is again confirmed here: complete knowledge can be achieved only by the devotee of the Lord directly from the Lord in disciplic succession. Therefore one should be intelligent enough to know the source of all knowledge, who is the cause of all causes and the only object for meditation in all types of yoga practices. When the cause of all causes becomes known, then everything knowable becomes known, and nothing remains unknown. The Vedas say, ""yasmin vijñate sarvam eva vijñatam bhavanti."""
7,3,मनुष्याणां सहस्रेषु कश्िचद्यतति सिद्धये| यततामपि सिद्धानां कश्िचन्मां वेत्ति तत्त्वतः || 7.3 || ,"Among thousands of men, one may perchance strive for perfection; even among those successful strivers, only one may perchance know Me in essence.","There are various grades of men, and out of many thousands one may be sufficiently interested in transcendental realization to try to know what is the self, what is the body, and what is the Absolute Truth. Generally mankind is simply engaged in the animal propensities, namely eating, sleeping, defending and mating, and hardly anyone is interested in transcendental knowledge. The first six chapters of the Gītā are meant for those who are interested in transcendental knowledge, in understanding the self, the Superself and the process of realization by jñāna-yoga, dhyāna-yoga, and discrimination of the self from matter. However, Kṛṣṇa can only be known by persons who are in Kṛṣṇa consciousness. Other transcendentalists may achieve impersonal Brahman realization, for this is easier than understanding Kṛṣṇa. Kṛṣṇa is the Supreme Person, but at the same time He is beyond the knowledge of Brahman and Paramātmā. The yogīs and jñānīs are confused in their attempts to understand Kṛṣṇa, although the greatest of the impersonalists, Śrīpāda Śaṅkarācārya, has admitted in his Gītā commentary that Kṛṣṇa is the Supreme Personality of Godhead. But his followers do not accept Kṛṣṇa as such, for it is very difficult to know Kṛṣṇa, even though one has transcendental realization of impersonal Brahman. Kṛṣṇa is the Supreme Personality of Godhead, the cause of all causes, the primeval Lord Govinda. Īśvaraḥ paramaḥ kṛṣṇaḥ sac-cid-ānanda-vigrahaḥ anādir ādir govindaḥ sarva-kāraṇa-kāraṇam. It is very difficult for the nondevotees to know Him. Although nondevotees declare that the path of bhakti or devotional service is very easy, they cannot practice it. If the path of bhakti is so easy, as the nondevotee class of men proclaim, then why do they take up the difficult path? Actually the path of bhakti is not easy. The socalled path of bhakti practiced by unauthorized persons without knowledge of bhakti may be easy, but when it is practiced factually according to the rules and regulations, the speculative scholars and philosophers fall away from the path. Śrīla Rūpa Gosvāmī writes in his Bhakti-rasāmṛta-sindhu: śruti-smṛti-purāṇādi-pañcarātra-vidhiṁ vinā aikāntikī harer bhaktir utpātāyaiva kalpate. ""Devotional service of the Lord that ignores the authorized Vedic literatures like the Upaniṣads, Purāṇas, Nārada-pañcarātra, etc., is simply an unnecessary disturbance in society."" It is not possible for the Brahman realized impersonalist or the Paramātmā realized yogī to understand Kṛṣṇa the Supreme Personality of Godhead as the son of mother Yaśodā or the charioteer of Arjuna. Even the great demigods are sometimes confused about Kṛṣṇa: ""muhyanti yat sūrayaḥ,"" ""māṁ tu veda na kaścana."" ""No one knows Me as I am,"" the Lord says. And if one does know Him, then ""sa mahātmā sudurlabhaḥ."" ""Such a great soul is very rare."" Therefore unless one practices devotional service to the Lord, he cannot know Kṛṣṇa as He is (tattvataḥ), even though one is a great scholar or philosopher. Only the pure devotees can know something of the inconceivable transcendental qualities in Kṛṣṇa, in the cause of all causes, in His omnipotence and opulence, and in His wealth, fame, strength, beauty, knowledge and renunciation, because Kṛṣṇa is benevolently inclined to His devotees. He is the last word in Brahman realization, and the devotees alone can realize Him as He is. Therefore it is said: ataḥ śrī-kṛṣṇa-nāmādi na bhaved grāhyam indriyaiḥ sevonmukhe hi jihvādau svayam eva sphuraty adaḥ ""No one can understand Kṛṣṇa as He is by the blunt material senses. But He reveals Himself to the devotees, being pleased with them for their transcendental loving service unto Him."" (Padma Purāṇa)"
7,4,भूमिरापोऽनलो वायुः खं मनो बुद्धिरेव च| अहङ्कार इतीयं मे भिन्ना प्रकृतिरष्टधा || 7.4 || ,"Earth, water, fire, air, ether, mind, intellect, and egoism—thus is My Nature divided eightfold.","The science of God analyzes the constitutional position of God and His diverse energies. Material nature is called prakṛti, or the energy of the Lord in His different puruṣa incarnations (expansions) as described in the Svatvata Tantra: viṣṇos tu trīṇi rūpāṇi puruṣākhyāny atho viduḥ ekantu mahataḥ sraṣṭṛ dvitīyaṁ tv aṇḍa-saṁsthitam tṛtīyaṁ sarvabhūta-sthaṁ tāni jñātvā vimucyate ""For material creation, Lord Kṛṣṇa's plenary expansion assumes three Viṣṇus. The first one, Mahā-Viṣṇu, creates the total material energy, known as mahattattva. The second, Garbhodakaśāyī Viṣṇu, enters into all the universes to create diversities in each of them. The third, Kṣīrodakaśāyī Viṣṇu, is diffused as the all-pervading Supersoul in all the universes and is known as Paramātmā, who is present even within the atoms. Anyone who knows these three Viṣṇus can be liberated from material entanglement."" This material world is a temporary manifestation of one of the energies of the Lord. All the activities of the material world are directed by these three Viṣṇu expansions of Lord Kṛṣṇa. These Puruṣas are called incarnations. Generally one who does not know the science of God (Kṛṣṇa) assumes that this material world is for the enjoyment of the living entities and that the living entities are the causes (Puruṣas), controllers and enjoyers of the material energy. According to Bhagavad-gītā this atheistic conclusion is false. In the verse under discussion it is stated that Kṛṣṇa is the original cause of the material manifestation. Śrīmad-Bhāgavatam also confirms this. The ingredients of the material manifestation are separated energies of the Lord. Even the brahmajyoti, which is the ultimate goal of the impersonalists, is a spiritual energy manifested in the spiritual sky. There are no spiritual diversities in brahmajyoti as there are in the Vaikuṇṭhalokas, and the impersonalist accepts this brahmajyoti as the ultimate eternal goal. The Paramātmā manifestation is also a temporary all-pervasive aspect of the Kṣīrodakaśāyī Viṣṇu. The Paramātmā manifestation is not eternal in the spiritual world. Therefore the factual Absolute Truth is the Supreme Personality of Godhead Kṛṣṇa. He is the complete energetic person, and He possesses different separated and internal energies. In the material energy, the principal manifestations are eight, as above mentioned. Out of these, the first five manifestations, namely earth, water, fire, air and sky, are called the five gigantic creations or the gross creations, within which the five sense objects are included. They are the manifestations of physical sound, touch, form, taste and smell. Material science comprises these ten items and nothing more. But the other three items, namely mind, intelligence and false ego, are neglected by the materialists. Philosophers who deal with mental activities are also not perfect in knowledge because they do not know the ultimate source, Kṛṣṇa. The false ego—""I am,"" and ""It is mine,"" which constitute the basic principle of material existence-includes ten sense organs for material activities. Intelligence refers to the total material creation, called the mahat-tattva. Therefore from the eight separated energies of the Lord are manifest the twenty-four elements of the material world, which are the subject matter of sāṅkhya atheistic philosophy; they are originally offshoots from Kṛṣṇa's energies and are separated from Him, but atheistic sāṅkhya philosophers with a poor fund of knowledge do not know Kṛṣṇa as the cause of all causes. The subject matter for discussion in the sāṅkhya philosophy is only the manifestation of the external energy of Kṛṣṇa, as it is described in the Bhagavad-gītā."
7,5,अपरेयमितस्त्वन्यां प्रकृतिं विद्धि मे पराम्| जीवभूतां महाबाहो ययेदं धार्यते जगत् || 7.5 || ,"O mighty-armed Arjuna, this is the inferior Prakriti; know it as distinct from My higher Prakriti, the very life-element, by which this world is upheld.","Here it is clearly mentioned that living entities belong to the superior nature (or energy) of the Supreme Lord. The inferior energy is matter manifested in different elements, namely earth, water, fire, air, ether, mind, intelligence and false ego. Both forms of material nature, namely gross (earth, etc.) and subtle (mind, etc.), are products of the inferior energy. The living entities, who are exploiting these inferior energies for different purposes, are the superior energy of the Supreme Lord, and it is due to this energy that the entire material world functions. The cosmic manifestation has no power to act unless it is moved by the superior energy, the living entity. Energies are always controlled by the energetic, and therefore living entities are always controlled by the Lord—they have no independent existence. They are never equally powerful, as unintelligent men think. The distinction between the living entities and the Lord is described in Śrīmad-Bhāgavatam as follows (10.87.30): aparimitā dhruvās tanubhṛto yadi sarva-gatās tarhiṁ na śāsyateti niyamo dhruva netarathā ajani ca yanmayaṁ tad avimucya niyantṛ bhavet samam anujānatāṁ yad-amataṁ mata-duṣṭatayā ""O Supreme Eternal! If the embodied living entities were eternal and allpervading like You, then they would not be under Your control. But if the living entities are accepted as minute energies of Your Lordship, then they are at once subject to Your supreme control. Therefore real liberation entails surrender by the living entities to Your control, and that surrender will make them happy. In that constitutional position only can they be controllers. Therefore, men with limited knowledge who advocate the monistic theory that God and the living entities are equal in all respects are actually misleading themselves and others."" The Supreme Lord Kṛṣṇa is the only controller, and all living entities are controlled by Him. These living entities are His superior energy because the quality of their existence is one and the same with the Supreme, but they are never equal to the Lord in quantity of power. While exploiting the gross and subtle inferior energy (matter), the superior energy (the living entity) forgets his real spiritual mind and intelligence. This forgetfulness is due to the influence of matter upon the living entity. But when the living entity becomes free from the influence of the illusory material energy, he attains the stage called mukti, or liberation. The false ego, under the influence of material illusion, thinks, ""I am matter, and material acquisitions are mine."" His actual position is realized when he is liberated from all material ideas, including the conception of his becoming one in all respects with God. Therefore one may conclude that the Gītā confirms the living entity to be only one of the multienergies of Kṛṣṇa; and when this energy is freed from material contamination, it becomes fully Kṛṣṇa conscious, or liberated."
7,6,एतद्योनीनि भूतानि सर्वाणीत्युपधारय| अहं कृत्स्नस्य जगतः प्रभवः प्रलयस्तथा || 7.6 || ,"Know that these two are the womb of all beings; thus, I am the source and dissolution of the whole universe.","Everything that exists is a product of matter and spirit. Spirit is the basic field of creation, and matter is created by spirit. Spirit is not created at a certain stage of material development. Rather, this material world is manifested only on the basis of spiritual energy. This material body is developed because spirit is present within matter; a child grows gradually to boyhood and then to manhood because of that superior energy, spirit soul, being present. Similarly, the entire cosmic manifestation of the gigantic universe is developed because of the presence of the Supersoul, Viṣṇu. Therefore spirit and matter, which combine together to manifest this gigantic universal form, are originally two energies of the Lord, and consequently the Lord is the original cause of everything. A fragmental part and parcel of the Lord, namely, the living entity, may by manipulation of material energy construct a skyscraper, factory or city, but he cannot create matter out of nothing, and he certainly cannot construct a planet or a universe. The cause of the universe is the Supersoul, Kṛṣṇa, the supreme creator of all individual souls and the original cause of all causes, as the Kaṭha Upaniṣad confirms: nityo nityānāṁ cetanaś cetanānām."
7,7,मत्तः परतरं नान्यत्किञ्चिदस्ति धनञ्जय| मयि सर्वमिदं प्रोतं सूत्रे मणिगणा इव || 7.7 || ,"There is nothing higher than Me, O Arjuna. All this is strung on Me, like clusters of gems on a string.","There is a common controversy over whether the Supreme Absolute Truth is personal or impersonal. As far as Bhagavad-gītā is concerned, the Absolute Truth is the Personality of Godhead Śrī Kṛṣṇa, and this is confirmed in every step. In this verse, in particular, it is stressed that the Absolute Truth is a person. That the Personality of Godhead is the Supreme Absolute Truth is also the affirmation of the Brahma-saṁhitā: īśvaraḥ paramaḥ kṛṣṇaḥ sac-cidānanda-vigrahaḥ; that is, the Supreme Absolute Truth Personality of Godhead is Lord Kṛṣṇa, who is the primeval Lord, the reservoir of all pleasure, Govinda, and the eternal form of complete bliss and knowledge. These authorities leave no doubt that the Absolute Truth is the Supreme Person, the cause of all causes. The impersonalist, however, argues on the strength of the Vedic version given in the Śvetāśvatara Upaniṣad: tato yad uttarataraṁ tad arūpam anāmayaṁ ya etad vidur amṛtās te bhavanti athetare duḥkham evāpi yanti. ""In the material world Brahmā, the primeval living entity within the universe, is understood to be the supreme amongst the demigods, human beings and lower animals. But beyond Brahmā there is the Transcendence who has no material form and is free from all material contaminations. Anyone who can know Him also becomes transcendental, but those who do not know Him suffer the miseries of the material world."" The impersonalist puts more stress on the word arūpam. But this arūpam is not impersonal. It indicates the transcendental form of eternity, bliss and knowledge as described in the Brahma-saṁhitā quoted above. Other verses in the Śvetāśvatara Upaniṣad substantiate this as follows: vedāham etaṁ puruṣaṁ mahāntam āditya-varṇaṁ tamasaḥ parastāt tam eva vidvān amṛta iha bhavati nānyaḥ panthā vidyate ayanāya yasmāt paraṁ nāparam asti kiñcid yasmānnāṇīyo na jyāyo 'sti kiñcit ""I know that Supreme Personality of Godhead who is transcendental to all material conceptions of darkness. Only he who knows Him can transcend the bonds of birth and death. There is no way for liberation other than this knowledge of that Supreme Person. ""There is no truth superior to that Supreme Person because He is the supermost. He is smaller than the smallest, and He is greater than the greatest. He is situated as a silent tree, and He illumines the transcendental sky, and as a tree spreads its roots, He spreads His extensive energies."" From these verses one concludes that the Supreme Absolute Truth is the Supreme Personality of Godhead who is all-pervading by His multi- energies, both material and spiritual."
7,8,रसोऽहमप्सु कौन्तेय प्रभास्मि शशिसूर्ययोः| प्रणवः सर्ववेदेषु शब्दः खे पौरुषं नृषु || 7.8 || ,"I am the flavor in water, O Arjuna; I am the light in the moon and the sun; I am the syllable Om in all the Vedas, sound in the ether and virility in men.","This verse explains how the Lord is all-pervasive by His diverse material and spiritual energies. The Supreme Lord can be preliminarily perceived by His different energies, and in this way He is realized impersonally. As the demigod in the sun is a person and is perceived by his all-pervading energy, the sunshine, similarly, the Lord, although in His eternal abode, is perceived by His all-pervading, diffusive energies. The taste of water is the active principle of water. No one likes to drink sea water because the pure taste of water is mixed with salt. Attraction for water depends on the purity of the taste, and this pure taste is one of the energies of the Lord. The impersonalist perceives the presence of the Lord in water by its taste, and the personalist also glorifies the Lord for His kindly supplying water to quench man's thirst. That is the way of perceiving the Supreme. Practically speaking, there is no conflict between personalism and impersonalism. One who knows God knows that the impersonal conception and personal conception are simultaneously present in everything and that there is no contradiction. Therefore Lord Caitanya established His sublime doctrine: acintya-bheda and abhedatattvam-simultaneously one and different. The light of the sun and the moon is also originally emanating from the brahmajyoti, which is the impersonal effulgence of the Lord. Similarly praṇava or the omkāra transcendental sound used in the beginning of every Vedic hymn to address the Supreme Lord also emanates from Him. Because the impersonalists are very much afraid of addressing the Supreme Lord Kṛṣṇa by His innumerable names, they prefer to vibrate the transcendental sound omkāra. But they do not realize that omkāra is the sound representation of Kṛṣṇa. The jurisdiction of Kṛṣṇa consciousness extends everywhere, and one who knows Kṛṣṇa consciousness is blessed. Those who do not know Kṛṣṇa are in illusion, and so knowledge of Kṛṣṇa is liberation, and ignorance of Him is bondage."
7,9,पुण्यो गन्धः पृथिव्यां च तेजश्चास्मि विभावसौ| जीवनं सर्वभूतेषु तपश्चास्मि तपस्विषु || 7.9 || ,"I am the sweet fragrance in the earth and the brilliance in the fire, the life in all beings, and I am the austerity of ascetics.","Puṇya means that which is not decomposed; puṇya is original. Everything in the material world has a certain flavor or fragrance, as the flavor and fragrance in a flower, or in the earth, in water, in fire, in air, etc. The uncontaminated flavor, the original flavor, which permeates everything, is Kṛṣṇa. Similarly, everything has a particular original taste, and this taste can be changed by the mixture of chemicals. So everything original has some smell, some fragrance, and some taste. Vibhāva means fire. Without fire we cannot run factories, we cannot cook, etc., and that fire is Kṛṣṇa. The heat in the fire is Kṛṣṇa. According to Vedic medicine, indigestion is due to a low temperature in the belly. So even for digestion fire is needed. In Kṛṣṇa consciousness we become aware that earth, water, fire, air and every active principle, all chemicals and all material elements are due to Kṛṣṇa. The duration of man's life is also due to Kṛṣṇa. Therefore by the grace of Kṛṣṇa, man can prolong his life or diminish it. So Kṛṣṇa consciousness is active in every sphere."
7,10,बीजं मां सर्वभूतानां विद्धि पार्थ सनातनम्| बुद्धिर्बुद्धिमतामस्मि तेजस्तेजस्विनामहम् || 7.10 || ,"Know Me, O Arjuna, as the eternal seed of all beings; I am the intelligence of the intelligent, and the splendour of the splendid objects.","Bījam means seed; Kṛṣṇa is the seed of everything. In contact with material nature, the seed fructifies into various living entities, movable and inert. Birds, beasts, men and many other living creatures are moving living entities; trees and plants, however, are inert-they cannot move, but only stand. Every entity is contained within the scope of 8,400,000 species of life; some of them are moving and some of them are inert. In all cases, however, the seed of their life is Kṛṣṇa. As stated in Vedic literature, Brahman, or the Supreme Absolute Truth, is that from which everything is emanating. Kṛṣṇa is Parabrahman, the Supreme Spirit. Brahman is impersonal and Parabrahman is personal. Impersonal Brahman is situated in the personal aspect-that is stated in Bhagavad-gītā. Therefore, originally, Kṛṣṇa is the source of everything. He is the root. As the root of a tree maintains the whole tree, Kṛṣṇa, being the original root of all things, maintains everything in this material manifestation. This is also confirmed in the Vedic literature. Yato vā imāni bhūtāni jāyante. ""The Supreme Absolute Truth is that from which everything is born."" He is the prime eternal among all eternals. He is the supreme living entity of all living entities, and He alone is maintaining all life. Kṛṣṇa also says that He is the root of all intelligence. Unless a person is intelligent he cannot understand the Supreme Personality of Godhead, Kṛṣṇa."
7,11,बलं बलवतां चाहं कामरागविवर्जितम्| धर्माविरुद्धो भूतेषु कामोऽस्मि भरतर्षभ || 7.11 || ,"Of the strong, I am the strength devoid of desire and attachment, and in all beings, I am the desire in accordance with Dharma, O Arjuna.","The strong man's strength should be applied to protect the weak, not for personal aggression. Similarly, sex life, according to religious principles (dharma), should be for the propagation of children, not otherwise. The responsibility of parents is then to make their offspring Kṛṣṇa conscious."
7,12,ये चैव सात्त्विका भावा राजसास्तामसाश्च ये| मत्त एवेति तान्विद्धि नत्वहं तेषु ते मयि || 7.12 || ,"Whatever beings (and objects) that are pure, active, and inert, know that they proceed from Me. They are in Me, yet I am not in them.","All material activities in the world are being conducted under the three modes of material nature. Although these material modes of nature are emanations from the Supreme Lord, Kṛṣṇa, He is not subject to them. For instance, under the state laws one may be punished, but the king, the lawmaker, is not subject to that law. Similarly, all the modes of material nature —goodness, passion and ignorance—are emanations from the Supreme Lord Kṛṣṇa, but Kṛṣṇa is not subject to material nature. Therefore He is nirguṇa, which means that these guṇas, or modes, although issuing from Him, do not affect Him. That is one of the special characteristics of Bhagavān, or the Supreme Personality of Godhead."
7,13,त्रिभिर्गुणमयैर्भावैरेभिः सर्वमिदं जगत्| मोहितं नाभिजानाति मामेभ्यः परमव्ययम् || 7.13 || ,"Deluded by these Natures, composed of the three qualities of Nature, all this world does not know Me as distinct from them and immutable.","The whole world is enchanted by three modes of material nature. Those who are bewildered by these three modes cannot understand that transcendental to this material nature is the Supreme Lord, Kṛṣṇa. In this material world everyone is under the influence of these three guṇas and is thus bewildered. By nature living entities have particular types of body and particular types of psychic and biological activities accordingly. There are four classes of men functioning in the three material modes of nature. Those who are purely in the mode of goodness are called brāhmaṇas. Those who are purely in the mode of passion are called kṣatriyas. Those who are in the modes of both passion and ignorance are called vaiśyas. Those who are completely in ignorance are called śūdras. And those who are less than that are animals or animal life. However, these designations are not permanent. I may either be a brāhmaṇa, kṣatriya, vaiśya or whatever-in any case, this life is temporary. But although life is temporary and we do not know what we are going to be in the next life, still, by the spell of this illusory energy, we consider ourselves in the light of this bodily conception of life, and we thus think that we are American, Indian, Russian or brāhmaṇa, Hindu, Muslim, etc. And if we become entangled with the modes of material nature, then we forget the Supreme Personality of Godhead who is behind all these modes. So Lord Kṛṣṇa says that men, deluded by these three modes of nature, do not understand that behind the material background is the Supreme Godhead. There are many different kinds of living entities-human beings, demigods, animals, etc.-and each and every one of them is under the influence of material nature, and all of them have forgotten the transcendent Personality of Godhead. Those who are in the modes of passion and ignorance, and even those who are in the mode of goodness, cannot go beyond the impersonal Brahman conception of the Absolute Truth. They are bewildered before the Supreme Lord in His personal feature, which possesses all beauty, opulence, knowledge, strength, fame and renunciation. When even those who are in goodness cannot understand, what hope is there for those in passion and ignorance? Kṛṣṇa consciousness is transcendental to all these three modes of material nature, and those who are truly established in Kṛṣṇa consciousness are actually liberated."
7,14,दैवी ह्येषा गुणमयी मम माया दुरत्यया| मामेव ये प्रपद्यन्ते मायामेतां तरन्ति ते || 7.14 || ,"Verily, this divine illusion of Mine, composed of the three qualities, is difficult to cross over; those who take refuge in Me alone, can cross over this illusion.","The Supreme Personality of Godhead has innumerable energies, and all these energies are divine. Although the living entities are part of His energies and are therefore divine, due to contact with material energy, their original superior power is covered. Being thus covered by material energy, one cannot possibly overcome its influence. As previously stated, both the material and spiritual natures, being emanations from the Supreme Personality of Godhead, are eternal. The living entities belong to the eternal superior nature of the Lord, but due to contamination by the inferior nature, matter, their illusion is also eternal. The conditioned soul is therefore called nitya-baddha, or eternally conditioned. No one can trace out the history of his becoming conditioned at a certain date in material history. Consequently, his release from the clutches of material nature is very difficult, even though that material nature is an inferior energy, because material energy is ultimately conducted by the supreme will, which the living entity cannot overcome. Inferior material nature is defined herein as divine nature due to its divine connection and movement by the divine will. Being conducted by divine will, material nature, although inferior, acts so wonderfully in the construction and destruction of the cosmic manifestation. The Vedas confirm this as follows: māyāṁ tu prakṛtiṁ vidyān māyinaṁ tu maheśvaram. ""Although māyā [illusion] is false or temporary, the background of māyā is the supreme magician, the Personality of Godhead, who is Maheśvara, the supreme controller."" Another meaning of guṇa is rope; it is to be understood that the conditioned soul is tightly tied by the ropes of illusion. A man bound by the hands and feet cannot free himself-he must be helped by a person who is unbound. Because the bound cannot help the bound, the rescuer must be liberated. Therefore, only Lord Kṛṣṇa, or His bona fide representative the spiritual master, can release the conditioned soul. Without such superior help, one cannot be freed from the bondage of material nature. Devotional service, or Kṛṣṇa consciousness, can help one gain such release. Kṛṣṇa, being the Lord of illusory energy, can order this insurmountable energy to release the conditioned soul. He orders this release out of His causeless mercy on the surrendered soul and out of His paternal affection for the living entity who is originally a beloved son of the Lord. Therefore surrender unto the lotus feet of the Lord is the only means to get free from the clutches of the stringent material nature. The words mām eva are also significant. Mām means unto Kṛṣṇa (Viṣṇu) only, and not Brahmā or Śiva. Although Brahmā and Śiva are greatly elevated and are almost on the level of Viṣṇu, it is not possible for such incarnations of rājo-guṇa (passion) and tamo-guṇa (ignorance) to release the conditioned soul from the clutches of māyā. In other words, both Brahmā and Śiva are also under the influence of māyā. Only Viṣṇu is the master of māyā; therefore He can alone give release to the conditioned soul. The Vedas confirm this in the phrase tvam eva viditvā or ""Freedom is possible only by understanding Kṛṣṇa."" Even Lord Śiva affirms that liberation can be achieved only by the mercy of Viṣṇu. Lord Śiva says: mukti-pradātā sarveṣāṁ viṣṇur eva na saṁśayaḥ. ""There is no doubt that Viṣṇu is the deliverer of liberation for everyone."
